fleet_seed,grid_m,nb_cars,car_id,x_m,y_m,soc_init,autonomy_km,soc_threshold_km,charging_power,pref_dist,pref_energy,pref_wait,noise_pres,noise_abs,noise_early,noise_late
1,3000.0,150,0,689.9,842.68,0.33510599515677114,395.0,164.1962456706974,8,0.6161431498929921,0.16011091189679716,0.22374593821021074,0.5442569659373542,0.6484959268363755,-0.8937516076952361,-0.3183048926560468
1,3000.0,150,1,2119.21,800.08,0.7032649601492803,410.0,125.54389962667963,7,0.5511253794707354,0.07979842881180764,0.36907619171745704,-0.3080364978214549,-0.013589810005547154,0.9886377006536973,0.9230002375757616
1,3000.0,150,2,2097.6,1986.52,0.34402741122300035,375.0,124.69704669688598,5,0.1916800580354801,0.4097575782666049,0.398562363697915,0.36040323651557893,0.07406456312384568,-0.10382273712440182,-0.18313052126273055
1,3000.0,150,3,277.5,933.64,0.4947706031893395,355.0,101.36857416215572,8,0.37353190031132416,0.17188852542748134,0.4545795742611945,0.9242877884261709,0.13268781648194272,0.7456508892422471,-0.8835565193084174
1,3000.0,150,4,103.39,1379.34,0.4763780136108578,315.0,132.43255042289374,7,0.3285971050061189,0.27289847181498755,0.3985044231788935,-0.028314534446694628,-0.48392792235337634,-0.056785911782932796,0.8607900152623973
1,3000.0,150,5,97.67,2394.8,0.7359907168229164,345.0,120.42130569191387,8,0.2174898932736139,0.4392340501788729,0.34327605654751314,0.03996276160194179,-0.41495830879837414,-0.7787240843773371,0.6817312526169526
1,3000.0,150,6,240.61,1967.88,0.39768232357937267,335.0,108.05896170612061,7,0.3814843784231434,0.3329136678968577,0.2856019536799989,-0.20234618383677505,-0.631983794444644,0.6827768283972735,0.5280507525603586
1,3000.0,150,7,2480.31,2328.09,0.5610346605732723,465.0,146.62096353204242,4,0.1901807611167424,0.4420431978739395,0.3677760410093181,0.7393094623611569,-0.7903147038519907,0.5544108216256529,-0.8149946491237581
1,3000.0,150,8,2977.62,1015.45,0.32227806519821217,375.0,184.59035145453225,7,0.24089974638818112,0.2430259572251457,0.5160742963866731,-0.8919994696669653,-0.014728681811791322,-0.01589928386366468,-0.8119819523046274
1,3000.0,150,9,1981.54,2870.78,0.7395564161156905,370.0,100.40936344771094,4,0.22725620794753112,0.34892430878904873,0.42381948326342017,-0.8420139958448758,-0.5862999465584386,-0.3674287072728535,-0.062352706954978965
