grid_seed,grid_m,station_id,society_id,x_m,y_m,nb_charg_spot,alpha_init,strategy_abs,strategy_early,strategy_late,strategy_pres
2,3000.0,0,2,355.19,168.19,6,0.726003078509494,2.7517987264681074,0.5611721519283511,0.5598278158104396,5.474609091814838
2,3000.0,1,1,458.1,1627.14,5,0.31135674380066414,1.7984792601261264,0.5258199882995833,1.2701802187983686,2.379371490584737
2,3000.0,2,0,485.3,2194.09,6,0.8417797620637328,1.5955671190655685,0.660755106062048,0.6128955414173854,2.509570303719531
2,3000.0,3,2,2041.03,243.86,6,0.3984222059112747,2.7517987264681074,0.5611721519283511,0.5598278158104396,5.474609091814838
2,3000.0,4,2,1231.65,756.2,6,0.44292690003527135,2.7517987264681074,0.5611721519283511,0.5598278158104396,5.474609091814838
2,3000.0,5,1,1821.26,85.7,5,0.3787662413056614,1.7984792601261264,0.5258199882995833,1.2701802187983686,2.379371490584737
2,3000.0,6,0,1851.97,1558.32,5,0.12821380761085416,1.5955671190655685,0.660755106062048,0.6128955414173854,2.509570303719531
2,3000.0,7,0,808.96,2621.3,4,0.6447210050592115,1.5955671190655685,0.660755106062048,0.6128955414173854,2.509570303719531
2,3000.0,8,1,1789.32,1889.65,4,0.395587519261692,1.7984792601261264,0.5258199882995833,1.2701802187983686,2.379371490584737
2,3000.0,9,1,911.45,790.45,6,0.8940075312780105,1.7984792601261264,0.5258199882995833,1.2701802187983686,2.379371490584737
2,3000.0,10,2,1723.98,2130.89,4,0.26692837235913125,2.7517987264681074,0.5611721519283511,0.5598278158104396,5.474609091814838
2,3000.0,11,2,2923.0,1156.1,6,0.804147513621236,2.7517987264681074,0.5611721519283511,0.5598278158104396,5.474609091814838
