fleet_seed,grid_m,nb_cars,car_id,x_m,y_m,soc_init,autonomy_km,soc_threshold_km,charging_power,pref_dist,pref_energy,pref_wait,noise_pres,noise_abs,noise_early,noise_late
2,3000.0,150,0,2306.95,2822.52,0.6827554500058972,400.0,161.61998808509904,8,0.4400062998409101,0.11852945869125102,0.44146424146783886,-0.5876897876570557,-0.5798571921468054,-0.15497899731417442,0.9883193406400985
2,3000.0,150,1,2934.34,102.93,0.3008986620228755,355.0,119.77930045516368,7,0.3922038268966666,0.49319816555729257,0.11459800754604088,0.47595268231561905,-0.1548006863470981,-0.8106271079145333,0.009928607693113545
2,3000.0,150,2,1154.28,557.05,0.5215578218359413,355.0,132.74658774411026,4,0.3512743301497904,0.4171277076410362,0.23159796220917334,-0.9652771050851565,-0.9618567142461729,-0.40751337483272687,-0.8429207350797177
2,3000.0,150,3,273.35,2183.12,0.7829817478222779,365.0,151.29579643614096,6,0.01195042210667912,0.8146897219457427,0.17335985594757808,-0.3700257212904383,0.6102407257890237,-0.1374953987140064,0.14467979396162312
2,3000.0,150,4,645.78,1517.23,0.41702792462599786,415.0,139.15528228138908,6,0.40182136680131525,0.21053892684292444,0.38763970635576034,0.3327720916340964,-0.42209396567232593,0.29815318883947306,-0.6855406827601565
2,3000.0,150,5,1569.02,977.0,0.31067080403897107,430.0,131.40783439425792,4,0.15756301387454072,0.48661506710093866,0.3558219190245206,0.8967347421985374,-0.8472834573022725,0.4677037488390021,0.7408776655614229
2,3000.0,150,6,1702.5,435.33,0.6357913760480933,315.0,126.41071928451386,8,0.26944479501841667,0.4267186936213515,0.30383651136023176,-0.053741593182198955,0.5879263485808024,-0.6521172513640565,-0.6924484525251942
2,3000.0,150,7,2383.01,2497.07,0.6435711243146032,425.0,117.69664369638066,7,0.31008788241163837,0.0062284710394738575,0.6836836465488878,-0.002236575595885082,0.6230989279048245,-0.28306734261072997,-0.9657695537664575
2,3000.0,150,8,226.66,1943.2,0.7464175963855488,445.0,133.60226838569167,6,0.4322728601362787,0.30065855051431933,0.267068589349402,0.3421694689363397,-0.7404997303281438,-0.8414997573573424,-0.45075975168736093
2,3000.0,150,9,1297.99,1718.44,0.5268206598268992,365.0,124.98755033330772,6,0.4047947098704264,0.3199692488744474,0.2752360412551262,-0.4510722811383132,-0.040735244230375,-0.6989467282196591,-0.3464401303474811
