grid_seed,grid_m,station_id,society_id,x_m,y_m,nb_charg_spot,alpha_init,strategy_abs,strategy_early,strategy_late,strategy_pres
3,3000.0,0,0,1236.19,1669.58,5,0.46582203470431494,3.563166036385149,0.7371211328561962,1.381449257592734,4.337424324124962
3,3000.0,1,0,1251.52,1218.16,4,0.1214793471321066,3.563166036385149,0.7371211328561962,1.381449257592734,4.337424324124962
3,3000.0,2,1,590.28,1402.07,5,0.5425284826351032,2.584253843035675,0.5389848692557404,0.7233119236107993,5.4580498355852205
3,3000.0,3,0,1936.49,437.77,4,0.3434523943788146,3.563166036385149,0.7371211328561962,1.381449257592734,4.337424324124962
3,3000.0,4,2,281.87,124.82,5,0.8782378805963476,1.9775222338159077,0.6947254372516192,1.0446475198278709,4.246554230385884
3,3000.0,5,1,2115.71,2502.58,5,0.8629716266253683,2.584253843035675,0.5389848692557404,0.7233119236107993,5.4580498355852205
3,3000.0,6,0,1931.03,1375.66,5,0.18261031002486466,3.563166036385149,0.7371211328561962,1.381449257592734,4.337424324124962
3,3000.0,7,0,2325.15,1910.25,6,0.11631229535437893,3.563166036385149,0.7371211328561962,1.381449257592734,4.337424324124962
3,3000.0,8,1,1542.37,1641.56,5,0.3514561369340629,2.584253843035675,0.5389848692557404,0.7233119236107993,5.4580498355852205
3,3000.0,9,0,1847.38,1793.46,5,0.2594858777622299,3.563166036385149,0.7371211328561962,1.381449257592734,4.337424324124962
3,3000.0,10,1,417.16,2816.67,5,0.1877468076394167,2.584253843035675,0.5389848692557404,0.7233119236107993,5.4580498355852205
3,3000.0,11,2,2438.57,2563.2,5,0.7939410594578922,1.9775222338159077,0.6947254372516192,1.0446475198278709,4.246554230385884
